PNM ID,Last Name,First Name,Major,Minor,Year,Hometown,Hobbies,College Involvement,High School Involvement
1724,Rahman,Aaliyah,Mechanical Engineering,Business,Freshman,"Tallahassee, FL","Strength Training, Journaling","Entrepreneurship Club, Investment Club, Intramural Soccer",National Honor Society
1725,Montgomery,Zara,Accounting,Environmental Studies,Freshman,"Stamford, CT","Poetry, Coffee Brewing","Campus Radio, Consulting Club",National Honor Society
1726,Harris,Juliet,Special Education,Criminology,Sophomore,"Chapel Hill, NC","Meal Prepping, Vintage Collecting","Community Outreach Club, Content Creators Club","Team Captain, Committee Lead"
1727,Whitaker,Juniper,Special Education,Philosophy,Freshman,"Vancouver, BC","Film Photography, Trail Running","International Affairs Club, Museum/Archives Club",National Honor Society
1728,Hayes,Quinn,Studio Art,Data Science,Sophomore,"London, UK","Piano, Baking, Tennis","Debate Society, Pre-Law Society",Committee Lead
1729,Singh,Lucy,Chinese,Philosophy,Freshman,"Reading, PA","Songwriting, Watercolor","Debate Society, Entrepreneurship Club",National Honor Society
1730,Thomas,Iris,Nursing,Data Science,Sophomore,"Albany, NY","Meal Prepping, Sewing, Sudoku","Sustainability Club, Case Competition Team","Project Lead, Team Captain"
1731,Davis,Salma,Political Science,Cybersecurity,Freshman,"Huntsville, AL","Podcast Hosting, Trail Running","Entrepreneurship Club, Museum/Archives Club, Case Competition Team",National Honor Society
1732,Shah,Audrey,Early Childhood Education,Film Studies,Freshman,"Cambridge, MA","Gaming, Sustainability Projects","DEI Council, Urban Sketching Club",National Honor Society
1733,Taylor,Abigail,Cognitive Science,Sustainability,Freshman,"Oak Park, IL","Crocheting, Barre","Case Competition Team, Research Lab Assistant",National Honor Society
1734,Beaumont,Riya,Spanish,French,Sophomore,"Jersey City, NJ","Rock Climbing, Podcast Hosting","Honors Society, Supply Chain Association, Film Club","Committee Lead, Team Captain"
1735,Martin,Mariam,Cognitive Science,Statistics,Freshman,"Pasadena, CA","Gaming, Creative Writing, Blog Writing","Campus Radio, DEI Council",National Honor Society
1736,Hayes,Violet,Digital Media,Global Studies,Freshman,"Dover, DE","Swimming, Fashion Styling","Marketing Association, Pre-Health Society, Intramural Soccer",National Honor Society
1737,O'Connor,Quinn,Sustainability Studies,Computer Science,Freshman,"Fort Lauderdale, FL","Calligraphy, Creative Writing, Vintage Collecting","Outing Club, Case Competition Team",National Honor Society
1738,Chowdhury,Layla,Applied Mathematics,Digital Media,Freshman,"Conshohocken, PA","Chess, Sudoku, Baking","Club Lacrosse, Makers Club",National Honor Society
1739,Smirnov,Harper,Mathematics,Public Policy,Freshman,"Fort Lauderdale, FL","Film Photography, Videography","Research Lab Assistant, Community Outreach Club",National Honor Society
1740,Khan,Corrina,Economics,Journalism,Sophomore,"Wilmington, DE","Fashion Styling, Ukulele","Orientation Leader Program, DEI Council, Mock Trial",Team Captain
1741,Ahmed,Zara,Data Science,Italian,Freshman,"Worcester, MA","Volleyball, Board Games, Journaling","Pre-Health Society, Product Management Club",National Honor Society
1742,Lewis,Nina,Chemistry,Political Science,Freshman,"Erie, PA","Swimming, Strength Training","Debate Society, Model UN",National Honor Society
1743,Thompson,Mia,Early Childhood Education,French,Freshman,"Ann Arbor, MI","Sewing, Sustainability Projects","Public Speaking Club, Museum/Archives Club, Accounting Society",National Honor Society
1744,Vance,Lucia,Health Policy,Business,Sophomore,"Santa Barbara, CA","Gardening, Photo Editing","Business Fraternity, Supply Chain Association, Consulting Club",National Honor Society
1745,Anderson,Brooke,Environmental Science,Journalism,Sophomore,"Toronto, ON","Poetry, Reading","Volunteer Tutoring, Professional Development Club","Committee Lead, Team Captain"
1746,Khan,Sydney,Education,Economics,Freshman,"Minneapolis, MN","Pickleball, Fashion Styling","Art Club, Consulting Club",National Honor Society
1747,Murphy,Noor,Neuroscience,Public Policy,Freshman,"Spokane, WA","Thrifting, Vlogging","Residence Hall Association, Pre-Law Society","National Honor Society, Cheerleading Captain"
1748,Shah,Iris,Rehabilitation and Human Services,Journalism,Freshman,"Louisville, KY","Sudoku, Bread Making","Investment Club, Model UN",National Honor Society
1749,Sullivan,Iris,Business Analytics,Economics,Freshman,"Knoxville, TN","Photography, Indoor Cycling, Audio Editing","Art Club, Wellness Club",Cheerleading Captain
1750,Hassan,Cecilia,Art History,Journalism,Freshman,"Pasadena, CA","Podcast Hosting, Songwriting","Museum/Archives Club, Honors Society",Student Government President
1751,Ahmed,Priya,History,Communication Arts,Sophomore,"Boston, MA","Choir Singing, Pilates Reformer","Pre-Health Society, Sustainability Club","Treasurer, Team Captain"
1752,Miller,Stella,Digital Media,Cybersecurity,Freshman,"Charleston, SC","Urban Sketching, Thrifting","Sustainability Club, Urban Sketching Club, Community Outreach Club",National Honor Society
1753,Morrison,Meera,Supply Chain,Arabic,Freshman,"Seattle, WA","Trail Running, Strength Training","Habitat for Humanity, Campus Radio, Pre-Law Society",National Honor Society
1754,Cohen,Sofia,Broadcast Journalism,Philosophy,Freshman,"Athens, GA","Gardening, Creative Writing, Audio Editing","Business Fraternity, Residence Hall Association",National Honor Society
1755,Singh,Lauren,Elementary Education,International Studies,Junior,"Dayton, OH","Thrifting, Rock Climbing, Ukulele","Photography Club, Language Exchange Club, Public Health Club",National Honor Society
1756,O'Connor,Piper,Elementary Education,French,Freshman,"Duluth, MN","Surfing, Rock Climbing","Urban Sketching Club, Daily Collegian",National Honor Society
1757,Foster,Zara,Interior Design,Graphic Design,Freshman,"Los Angeles, CA","Barre, Strength Training, Choir Singing","Photography Club, Pre-Law Society",National Honor Society
1758,Beaumont,Mia,Criminology,Mathematics,Freshman,"Lexington, KY","Watercolor, Coffee Brewing","Debate Society, Orientation Leader Program, Sustainability Club",Cheerleading Captain
1759,Bennett,Leila,Chinese,Digital Media,Freshman,"Reading, PA","Content Creation, Board Games","Community Outreach Club, Professional Development Club, Daily Collegian",National Honor Society
1760,Rosen,Stella,Environmental Science,Graphic Design,Sophomore,"Charleston, WV","Audio Editing, Tennis, Podcast Hosting","Mock Trial, Intramural Soccer, Public Health Club",National Honor Society
1761,Nguyen,Abigail,Graphic Design,International Studies,Freshman,"Greenville, SC","Surfing, Audio Editing","Wellness Club, Residence Hall Association, Women in Business",National Honor Society
1762,Kim,Isabella,Political Science,International Relations,Freshman,"Reading, PA","Board Games, Piano","Honors Society, Public Speaking Club",National Honor Society
1763,Kuznetsova,Violet,Art History,Spanish,Freshman,"Oak Park, IL","Fashion Styling, Pilates","Case Competition Team, Art Club, Club Lacrosse",National Honor Society
1764,Castillo,Nina,Interior Design,Film Studies,Sophomore,"Newport Beach, CA","Poetry, Swimming, Houseplant Collecting","Mock Trial, Entrepreneurship Club","Committee Lead, Project Lead"
1765,Reynolds,Zara,Education,Health Policy,Freshman,"Virginia Beach, VA","Dance, Gardening","Professional Development Club, Daily Collegian",National Honor Society
1766,Ahmed,Willow,Data Science,Public Policy,Freshman,"Newark, NJ","Cooking, Thrifting, Kayaking","Community Outreach Club, Model UN",National Honor Society
1767,Lopez,Grace,Early Childhood Education,Global Studies,Freshman,"Harrisburg, PA","Snowboarding, Piano","Campus Cultural Org, Club Lacrosse",National Honor Society
1768,Smirnov,Aurora,Management,Statistics,Freshman,"Savannah, GA","Crocheting, Surfing","Business Fraternity, Pre-Law Society",National Honor Society
1769,Wright,Meera,Special Education,Cybersecurity,Junior,"Bloomington, IN","Hiking, Gardening","Women in Business, Sustainability Club, Business Fraternity",National Honor Society
1770,Montgomery,Piper,Interior Design,Psychology,Freshman,"Birmingham, AL","Gaming, Houseplant Collecting","Habitat for Humanity, Content Creators Club, Orientation Leader Program",National Honor Society
1771,Chowdhury,Zoey,Business Analytics,Data Science,Freshman,"Wilmington, DE","Journaling, Urban Sketching","UX Design Club, Daily Collegian, Museum/Archives Club","Varsity Lacrosse, Student Government President, Band"
1772,Reynolds,Violet,Microbiology,Cybersecurity,Freshman,"San Francisco, CA","Audio Editing, Gaming","International Affairs Club, Intramural Soccer",National Honor Society
1773,Desai,Maya,Kinesiology,Studio Art,Freshman,"Albuquerque, NM","Coffee Brewing, Videography, Graphic Design","Peer Mentor Program, Outing Club",National Honor Society
1774,Khan,Violet,Criminology,Energy Business,Freshman,"Spokane, WA","Reading, Snowboarding","Consulting Club, Pre-Health Society, Volunteer Tutoring",National Honor Society
1775,Kuznetsova,Lily,Nutritional Sciences,Psychology,Freshman,"Columbus, OH","Creative Writing, Videography","Marketing Association, Public Health Club",National Honor Society
1776,Chowdhury,Mariam,Data Science,Italian,Freshman,"Vancouver, BC","Vlogging, Painting","Investment Club, Museum/Archives Club",National Honor Society
1777,Chen,Hazel,Applied Mathematics,Entrepreneurship,Sophomore,"Bellevue, WA","Hiking, Yoga","Club Lacrosse, Design Club, Investment Club","Committee Lead, Project Lead"
1778,Kaur,Anya,Kinesiology,Human Development,Junior,"St. Louis, MO","Podcast Hosting, Piano","Public Speaking Club, Professional Development Club, Data Science Club",National Honor Society
1779,Sterling,Aaliyah,Electrical Engineering,Business,Sophomore,"Paris, FR","Tennis, Strength Training","Robotics Club, Mock Trial","Treasurer, Project Lead"
1780,Anderson,Mariam,Energy Engineering,Graphic Design,Freshman,"Birmingham, AL","Sustainability Projects, Oil Painting","Film Club, Pre-Law Society",National Honor Society
1781,Rahman,Zoey,Criminology,German,Freshman,"Grand Rapids, MI","Skiing, Houseplant Collecting, Pilates Reformer","Art Club, Photography Club",National Honor Society
1782,Miller,Layla,Elementary Education,Philosophy,Sophomore,"Silver Spring, MD","Oil Painting, Content Creation","Student Government, Club Lacrosse","Treasurer, Team Captain"
1783,Petrov,Madison,Studio Art,Sustainability,Freshman,"Lancaster, PA","Oil Painting, Pilates","Professional Development Club, Photography Club, Business Fraternity",National Honor Society
1784,Taylor,Audrey,Arabic,German,Freshman,"Duluth, MN","Paddleboarding, Pilates, Composting","Peer Mentor Program, Business Fraternity",National Honor Society
1785,Sterling,Emma,Marketing,Art History,Freshman,"Chicago, IL","Oil Painting, Strength Training, Dance","Campus Cultural Org, Peer Mentor Program, Marketing Association",National Honor Society
1786,Thompson,Brooke,Chinese,Communication Arts,Sophomore,"King of Prussia, PA","Urban Sketching, Painting","Student Government, Community Outreach Club","Project Lead, Cheerleading Captain"
1787,O'Connor,Hazel,Education,Health Policy,Sophomore,"Chicago, IL","Thrifting, Chess, Film Photography","Sustainability Club, Public Speaking Club",Committee Lead
1788,Miller,Fatima,Secondary Education,Business,Freshman,"King of Prussia, PA","Skiing, Photography","Daily Collegian, Investment Club",National Honor Society
1789,Kim,Layla,Accounting,Journalism,Freshman,"Madison, WI","Piano, Painting","Volunteer Tutoring, Film Club, Language Exchange Club",National Honor Society
1790,Khan,Scarlett,Italian,Digital Media,Freshman,"Toledo, OH","Creative Writing, Thrifting","Intramural Soccer, Professional Development Club",National Honor Society
1791,White,Zara,Astronomy,Chinese,Freshman,"Hoboken, NJ","Dance, Paddleboarding","Product Management Club, Makers Club",National Honor Society
1792,Williams,Aria,Landscape Architecture,Business,Freshman,"Plano, TX","Sustainability Projects, Fashion Styling","Habitat for Humanity, Museum/Archives Club",National Honor Society
1793,Alvarez,Penelope,Industrial Engineering,Graphic Design,Freshman,"Dayton, OH","Songwriting, Baking, Film Photography","Business Fraternity, Mock Trial, Professional Development Club",National Honor Society
1794,Jones,Audrey,Environmental Science,Political Science,Sophomore,"Staten Island, NY","Reading, Pilates Reformer","Museum/Archives Club, Campus Cultural Org","Team Captain, Treasurer"
1795,Alvarez,Emma,Chemical Engineering,Computer Science,Sophomore,"Tampa, FL","Vintage Collecting, Composting, Digital Illustration","THON Committee, Volunteer Tutoring",Project Lead
1796,Rosen,Nora,Mathematics,Chinese,Freshman,"Hershey, PA","Sudoku, Content Creation","Makers Club, Data Science Club",National Honor Society
1797,Friedman,Priya,Computer Science,Chinese,Sophomore,"Santa Barbara, CA","Calligraphy, Composting","Outing Club, Wellness Club, Intramural Soccer","Committee Lead, Project Lead"
1798,Thomas,Blair,Health Policy,Statistics,Freshman,"Dublin, IE","Videography, Chess","Pre-Law Society, Case Competition Team",National Honor Society
1799,Goldberg,Nina,Film and Media Studies,Statistics,Freshman,"Scottsdale, AZ","Film Photography, Gardening, Piano","Residence Hall Association, Sustainability Club",National Honor Society
1800,Parker,Nora,Microbiology,Legal Studies,Freshman,"Lancaster, PA","Blog Writing, Content Creation","Consulting Club, Professional Development Club",National Honor Society
1801,Garcia,Hazel,Applied Mathematics,German,Sophomore,"Queens, NY","Coffee Brewing, Painting","Professional Development Club, Entrepreneurship Club, Community Outreach Club",National Honor Society
1802,Clark,Stella,Energy Engineering,Business,Freshman,"Duluth, MN","Content Creation, Pickleball","Campus Radio, Business Fraternity",Cheerleading Captain
1803,Jones,Olivia,Italian,Public Policy,Freshman,"Toledo, OH","Digital Illustration, Coffee Brewing, Videography","Club Lacrosse, Women in Business",National Honor Society
1804,Garcia,Charlotte,Spanish,Philosophy,Freshman,"Columbus, OH","Crocheting, Gardening, Pilates","Content Creators Club, Women in Business, Mock Trial",National Honor Society
1805,Miller,Camille,Arabic,Entrepreneurship,Freshman,"Cleveland, OH","Meal Prepping, Bread Making, Piano","Habitat for Humanity, Art Club",National Honor Society
1806,Smirnov,Naomi,Biomedical Engineering,Public Policy,Junior,"Media, PA","Paddleboarding, Urban Sketching","Case Competition Team, Sustainability Club",Project Lead
1807,Alvarez,Salma,Philosophy,Computer Science,Sophomore,"New Haven, CT","Barre, Songwriting","Student Programming Association, Daily Collegian",Project Lead
1808,Thomas,Sophia,Public Policy,Italian,Freshman,"Dayton, OH","Coffee Brewing, Kayaking","Volunteer Tutoring, Accounting Society",National Honor Society
1809,Desai,Elena,Mathematics,Sustainability,Freshman,"Hartford, CT","Gardening, Skiing","UX Design Club, Marketing Association, Museum/Archives Club",National Honor Society
1810,Martin,Grace,Interior Design,Global Studies,Junior,"Orlando, FL","Sewing, Ukulele","Residence Hall Association, Museum/Archives Club, Urban Sketching Club","Committee Lead, Cheerleading Captain"
1811,Nguyen,Juniper,Secondary Education,German,Freshman,"Dublin, IE","Crocheting, Rock Climbing, Trail Running","Sustainability Club, Model UN",National Honor Society
1812,Patel,Violet,Accounting,Entrepreneurship,Freshman,"Syracuse, NY","Embroidery, Songwriting","Residence Hall Association, Model UN",National Honor Society
1813,Garcia,Vivian,Kinesiology,Sociology,Freshman,"Fairfax, VA","Videography, Blog Writing, Choir Singing","Community Outreach Club, Pre-Law Society, Club Volleyball",National Honor Society
1814,Brooks,Sydney,French,Psychology,Sophomore,"Palo Alto, CA","Poetry, Pilates, Chess","Student Programming Association, Student Government","Project Lead, National Honor Society"
1815,SigmundJohnson,Anika,Finance,Italian,Sophomore,"Sacramento, CA","Volleyball, Indoor Cycling","International Affairs Club, Supply Chain Association","Committee Lead, Treasurer"
1816,Miller,Meera,Cybersecurity,Criminology,Sophomore,"Seattle, WA","Trail Running, Crocheting","CTF Team, Case Competition Team",Project Lead
1817,Whitaker,Zara,Energy Engineering,German,Sophomore,"Charleston, SC","Dance, Crocheting","DEI Council, Design Club","Treasurer, National Honor Society"
1818,Mendoza,Riya,Studio Art,Art History,Freshman,"Wilmington, NC","Yoga, Rock Climbing","Investment Club, Campus Cultural Org",National Honor Society
1819,Cohen,Meera,German,Sustainability,Sophomore,"Evanston, IL","Reading, Board Games","Design Club, Honors Society, THON Committee","Yearbook Editor, Committee Lead"
1820,Brooks,Sloane,Microbiology,Economics,Sophomore,"Fairfax, VA","Urban Sketching, Hiking, Pickleball","Campus Radio, Design Club",Committee Lead
1821,Friedman,Sloane,Criminology,Digital Media,Freshman,"Chapel Hill, NC","Podcast Hosting, Crocheting, Vintage Collecting","Pre-Health Society, Case Competition Team","Student Government President, Model UN"
1822,Wright,Hazel,Applied Mathematics,Philosophy,Sophomore,"Detroit, MI","Content Creation, Creative Writing","Public Speaking Club, Honors Society","Committee Lead, Treasurer"
1823,Santos,Rowan,Anthropology,Psychology,Freshman,"Madison, WI","Hiking, Crocheting","Consulting Club, Content Creators Club, Club Volleyball",National Honor Society
1824,Castillo,Madison,Health Policy,Ethics,Freshman,"Princeton, NJ","Snowboarding, Cooking, Chess","Public Health Club, Club Volleyball, Student Programming Association",National Honor Society
1825,Chen,Aaliyah,German,Human Development,Freshman,"Bend, OR","Content Creation, Gaming, Volleyball","Campus Radio, Product Management Club",National Honor Society
1826,Smirnov,Stella,Chemistry,Arabic,Sophomore,"Irvine, CA","Surfing, Choir Singing","Investment Club, Student Government","Committee Lead, Treasurer"
1827,Clark,Sage,Sustainability Studies,International Studies,Freshman,"Princeton, NJ","Board Games, Gardening, Blog Writing","Film Club, Model UN",National Honor Society
1828,Cohen,Cecilia,Supply Chain,Studio Art,Freshman,"New York, NY","Sustainability Projects, Indoor Cycling, Sewing","Language Exchange Club, Photography Club, Daily Collegian",National Honor Society
1829,Brown,Piper,Biology,Digital Media,Sophomore,"Kansas City, MO","Skiing, Indoor Cycling","Product Management Club, Makers Club, Photography Club",Project Lead
1830,Rosen,Zoey,Biomedical Engineering,Entrepreneurship,Freshman,"Fairfax, VA","Strength Training, Vintage Collecting","Investment Club, Art Club, Campus Radio",National Honor Society
1831,Cohen,Penelope,Global and International Studies,International Relations,Freshman,"Toronto, ON","Journaling, Urban Sketching","Film Club, Language Exchange Club",National Honor Society
1832,Singh,Elena,Criminology,International Relations,Sophomore,"Palo Alto, CA","Barre, Surfing","Honors Society, Data Science Club","Team Captain, National Honor Society"
1833,Foster,Brooke,Graphic Design,Italian,Freshman,"Allentown, PA","Film Photography, Podcast Hosting","Hackathon Org, Marketing Association",National Honor Society
1834,Goldberg,Evelyn,Electrical Engineering,International Studies,Sophomore,"Milwaukee, WI","Kayaking, Sewing, Content Creation","Public Speaking Club, THON Committee, Community Outreach Club","Team Captain, Committee Lead"
1835,Rosen,Camille,Mechanical Engineering,Criminology,Junior,"Dayton, OH","Sudoku, Skiing","Club Lacrosse, International Affairs Club, Orientation Leader Program","Project Lead, Team Captain"
1836,Gupta,Lily,Accounting,Business,Sophomore,"Naperville, IL","Graphic Design, Photo Editing","Museum/Archives Club, Hackathon Org","Team Captain, Treasurer"
1837,Perez,Siyona,Cybersecurity,Energy Business,Sophomore,"Cambridge, MA","Sewing, Snowboarding, Choir Singing","Film Club, Community Outreach Club, Art Club","Project Lead, National Honor Society"
1838,Parker,Emily,Digital Media,German,Freshman,"Tampa, FL","Fashion Styling, Cooking, Oil Painting","Debate Society, Community Outreach Club",National Honor Society
1839,Levy,Blair,Astronomy,Arabic,Freshman,"Kansas City, MO","Urban Sketching, Fashion Styling","Art Club, Research Lab Assistant",National Honor Society
1840,Murphy,Quinn,Anthropology,Studio Art,Freshman,"Boulder, CO","Oil Painting, Paddleboarding","Outing Club, Art Club",National Honor Society
1841,Beaumont,Priya,Education,French,Freshman,"Greenwich, CT","Bread Making, Digital Illustration","TV/Media Club, Residence Hall Association, Habitat for Humanity",National Honor Society
1842,Hassan,Salma,Applied Mathematics,Spanish,Sophomore,"London, UK","Film Photography, Composting","Intramural Soccer, Campus Cultural Org",Committee Lead
1843,Brown,Camille,Physics,Health Policy,Freshman,"Chapel Hill, NC","Photography, Oil Painting","Language Exchange Club, Pre-Law Society",National Honor Society
1844,Miller,Salma,Sociology,International Studies,Freshman,"Albany, NY","Digital Illustration, Dance, Watercolor","Volunteer Tutoring, Club Lacrosse, Model UN",National Honor Society
1845,Rosen,Amelia,Elementary Education,Communication Arts,Freshman,"Portland, OR","Houseplant Collecting, Indoor Cycling","UX Design Club, Orientation Leader Program",Cheerleading Captain
1846,Shah,Sloane,Physics,Economics,Freshman,"Las Vegas, NV","Houseplant Collecting, Chess","Case Competition Team, Pre-Law Society","Student Government President, Robotics Lead, DECA"
1847,Gupta,Blair,Mechanical Engineering,Human Development,Sophomore,"Colorado Springs, CO","Digital Illustration, Chess","Rocketry Club, Habitat for Humanity",Treasurer
1848,Bennett,Noor,Sustainability Studies,Statistics,Freshman,"York, PA","Creative Writing, Thrifting","Hackathon Org, Daily Collegian",National Honor Society
1849,Kim,Lucia,Art History,Global Studies,Freshman,"Milwaukee, WI","Baking, Indoor Cycling, Thrifting","Urban Sketching Club, Outing Club",National Honor Society
1850,Ali,Sydney,Public Policy,Art History,Freshman,"Morgantown, WV","Skiing, Gaming","Mock Trial, Film Club",Student Government President
1851,Petrov,Nora,Public Relations,Business,Junior,"Frederick, MD","Embroidery, Rock Climbing","Urban Sketching Club, PRSSA",Student Government President
1852,White,Quinn,Economics,Health Policy,Freshman,"London, UK","Reading, Calligraphy","Honors Society, Accounting Society, TV/Media Club",National Honor Society
1853,Martinez,Elena,Electrical Engineering,Sustainability,Freshman,"Silver Spring, MD","Fashion Styling, Houseplant Collecting","Outing Club, Accounting Society",National Honor Society
1854,SigmundJohnson,Zoey,Secondary Education,French,Sophomore,"Plano, TX","Volleyball, Photo Editing, Chess","Residence Hall Association, Content Creators Club",Committee Lead
1855,Martinez,Madison,Biology,Italian,Freshman,"Montclair, NJ","Paddleboarding, Cooking","Community Outreach Club, Public Health Club",National Honor Society
1856,Anderson,Piper,Mathematics,Arabic,Freshman,"Greenville, SC","Tennis, Digital Illustration","Peer Mentor Program, Residence Hall Association, Marketing Association",National Honor Society
1857,Levy,Amelia,International Studies,Digital Media,Freshman,"Evanston, IL","Coffee Brewing, Songwriting","Debate Society, Investment Club","Cheerleading Captain, National Honor Society"
1858,Lee,Nina,German,Global Studies,Sophomore,"Bend, OR","Paddleboarding, Blog Writing","Professional Development Club, Marketing Association",Project Lead
1859,Levy,Audrey,Public Policy,Italian,Freshman,"Newtown, PA","Indoor Cycling, Meal Prepping","Peer Mentor Program, Public Speaking Club",National Honor Society
1860,Friedman,Mariam,Rehabilitation and Human Services,Chinese,Freshman,"Scottsdale, AZ","Sudoku, Choir Singing","Makers Club, Debate Society",National Honor Society
1861,Sanders,Juliet,Computer Science,Energy Business,Freshman,"Scottsdale, AZ","Surfing, Barre, Houseplant Collecting","Residence Hall Association, Community Outreach Club",National Honor Society
1862,Kuznetsova,Clara,Landscape Architecture,Economics,Freshman,"Irvine, CA","Yoga, Photography","Orientation Leader Program, Hackathon Org, Business Fraternity",National Honor Society
1863,White,Iris,Psychology,Business,Freshman,"Tallahassee, FL","Snowboarding, Gaming, Vintage Collecting","International Affairs Club, Model UN",National Honor Society
1864,Santos,Priya,Data Science,French,Freshman,"Baton Rouge, LA","Indoor Cycling, Chess, Dance","Daily Collegian, Debate Society, Research Lab Assistant",National Honor Society
1865,Kuznetsova,Amelia,International Politics,Communication Arts,Junior,"Syracuse, NY","Calligraphy, Poetry, Dance","Data Science Club, Case Competition Team",Lacrosse Captain
1866,Ali,Freya,Accounting,International Studies,Junior,"Minneapolis, MN","Swimming, Meal Prepping","Makers Club, Design Club","Project Lead, Team Captain"
1867,Singh,Meera,Data Science,Criminology,Sophomore,"Vancouver, BC","Coffee Brewing, Fashion Styling","Film Club, Peer Mentor Program",Team Captain
1868,Jones,Yasmin,Philosophy,Global Studies,Sophomore,"Phoenix, AZ","Oil Painting, Tennis","Supply Chain Association, Public Speaking Club",Committee Lead
1869,Carter,Iris,Electrical Engineering,Business,Freshman,"Oakland, CA","Coffee Brewing, Strength Training","Business Fraternity, Accounting Society, Content Creators Club","National Honor Society, Student Government President"
1870,Goldberg,Emma,Spanish,Statistics,Freshman,"Cleveland, OH","Songwriting, Creative Writing","Public Speaking Club, Women in Business",National Honor Society
1871,Vance,Rowan,Microbiology,Communication Arts,Freshman,"Frederick, MD","Houseplant Collecting, Ukulele, Podcast Hosting","Professional Development Club, Consulting Club",National Honor Society
1872,Thomas,Noor,Physics,Studio Art,Sophomore,"State College, PA","Videography, Photography","Women in Business, International Affairs Club",Treasurer
1873,Nagiub,Stella,Business Analytics,Italian,Freshman,"Fort Wayne, IN","Surfing, Sudoku, Creative Writing","Club Volleyball, Photography Club",National Honor Society
1874,Ivanova,Penelope,International Studies,Data Science,Freshman,"Des Moines, IA","Crocheting, Bread Making, Surfing","Photography Club, Community Outreach Club",National Honor Society
1875,Patel,Mariam,Electrical Engineering,Sustainability,Freshman,"Santa Barbara, CA","Embroidery, Podcast Hosting","Entrepreneurship Club, Club Lacrosse, Campus Radio",National Honor Society
1876,Alvarez,Leila,Rehabilitation and Human Services,German,Sophomore,"Detroit, MI","Gaming, Thrifting","Data Science Club, Marketing Association",Committee Lead
1877,Wilson,Leah,Architecture,Health Policy,Freshman,"Scranton, PA","Podcast Hosting, Hiking","TV/Media Club, Case Competition Team, Debate Society",National Honor Society
1878,Davis,Zoey,Elementary Education,Cybersecurity,Freshman,"Staten Island, NY","Sewing, Ukulele","Dance Marathon Committee, Museum/Archives Club","National Honor Society, Student Government President"
1879,Murphy,Layla,Marketing,Journalism,Freshman,"El Paso, TX","Meal Prepping, Skiing, Thrifting","THON Committee, DEI Council",National Honor Society
1880,Brown,Charlotte,Finance,Ethics,Freshman,"Wilmington, DE","Composting, Sewing","Makers Club, Art Club",Cheerleading Captain
1881,Rivera,Grace,Electrical Engineering,Sociology,Freshman,"Fresno, CA","Photo Editing, Videography","Robotics Club, Club Volleyball",National Honor Society
1882,Vance,Anya,Sustainability Studies,Psychology,Freshman,"Des Moines, IA","Skiing, Calligraphy, Painting","Urban Sketching Club, Business Fraternity",National Honor Society
1883,Ali,Mariam,Electrical Engineering,Data Science,Sophomore,"Charleston, SC","Guitar, Skiing","Women in Business, Case Competition Team, Photography Club",National Honor Society
1884,Levy,Elena,Broadcast Journalism,Criminology,Freshman,"Miami, FL","Guitar, Crocheting","Business Fraternity, Professional Development Club",National Honor Society
1885,Thorne,Mariam,Special Education,Ethics,Freshman,"Austin, TX","Calligraphy, Trail Running, Gaming","Public Health Club, Case Competition Team",National Honor Society
1886,Clark,Isla,Microbiology,Global Studies,Freshman,"Bloomington, IN","Volleyball, Podcast Hosting","DEI Council, Student Programming Association, Public Speaking Club","National Honor Society, Student Government President"
1887,Bennett,Violet,Supply Chain,German,Freshman,"Duluth, MN","Choir Singing, Embroidery","Content Creators Club, Debate Society",Student Government President
1888,Lopez,Lauren,Italian,Mathematics,Freshman,"Allentown, PA","Strength Training, Board Games","Residence Hall Association, TV/Media Club",National Honor Society
1889,Sanders,Ella,Computer Science,Economics,Sophomore,"Denver, CO","Content Creation, Digital Illustration","THON Committee, Supply Chain Association",Treasurer
1890,Hayes,Aurora,Education,Graphic Design,Freshman,"El Paso, TX","Sustainability Projects, Thrifting","Club Lacrosse, Student Programming Association",National Honor Society
1891,Hassan,Penelope,Economics,Computer Science,Freshman,"Milwaukee, WI","Journaling, Piano","Entrepreneurship Club, Wellness Club","National Honor Society, Cheerleading Captain"
1892,Sanders,Grace,Sociology,Graphic Design,Freshman,"State College, PA","Pilates, Sewing","Entrepreneurship Club, Marketing Association","National Honor Society, Student Government President"
1893,Petrov,Blair,Italian,Economics,Freshman,"San Antonio, TX","Rock Climbing, Digital Illustration","Pre-Health Society, Community Outreach Club","Robotics Lead, Student Government President, Varsity Soccer"
1894,Alvarez,Harper,Mechanical Engineering,Entrepreneurship,Sophomore,"Jersey City, NJ","Sudoku, Watercolor, Swimming","Peer Mentor Program, DEI Council",Project Lead
1895,Alvarez,Aria,Chemistry,International Studies,Freshman,"Las Vegas, NV","Oil Painting, Piano","Supply Chain Association, Investment Club, Intramural Soccer",National Honor Society
1896,Lee,Emma,Film and Media Studies,Criminology,Junior,"El Paso, TX","Surfing, Pickleball","Consulting Club, Model UN",Committee Lead
1897,Kuznetsova,Salma,Philosophy,Graphic Design,Freshman,"Staten Island, NY","Audio Editing, Strength Training","Film Club, Case Competition Team, Model UN",National Honor Society
1898,Perez,Grace,Early Childhood Education,Sustainability,Freshman,"Wilmington, NC","Coffee Brewing, Houseplant Collecting","Honors Society, Language Exchange Club",National Honor Society
